Location,Price,Size,Bedrooms,Bathrooms,Basement,Furnished,Roommates,AC,Washer/Dryer,Cats OK,Dogs OK,Date Posted,Title,URL,Listing ID
Surrey,2600,1004,2,2,0,0,0,0,1,0,0,2024-10-08,"Gorgeous, brand new  2 BR / 2 Bath Suite @ Southaven / South Surrey",https://vancouver.craigslist.org/rds/apa/d/surrey-gorgeous-brand-new-br-bath-suite/7791536974.html,7791536974
Surrey,2500,700,1,1,0,1,0,0,1,0,1,2024-09-23,Condo in South Surrey for Rent by Hugh & McKinnon (PID 7739),https://vancouver.craigslist.org/rds/apa/d/surrey-condo-in-south-surrey-for-rent/7787404680.html,7787404680
Surrey,2500,850,2,2,0,0,0,0,1,1,1,2024-10-09,south Surrey well kept 2 bed / 2 bath apartment unit for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-well-kept-bed-bath/7791895946.html,7791895946
Surrey,2480,750,2,2,0,0,0,0,1,0,0,2024-09-30,Modern Surrey Central 2 Bedroom 2 Bath apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-surrey-central-bedroom/7789355588.html,7789355588
Surrey,2475,631,1,1,0,0,0,1,0,0,0,2024-10-21,Brand new Condo in Surrey Central,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-condo-in-surrey-central/7795467178.html,7795467178
Surrey,2350,1200,2,1,0,0,0,0,0,0,0,2024-09-25,"Spacious, bright 2 BR & Flex Ground Level Suite @ Surrey / Tynehead",https://vancouver.craigslist.org/rds/apa/d/surrey-spacious-bright-br-flex-ground/7787867593.html,7787867593
Surrey,2300,1000,2,1,0,0,0,1,0,0,0,2024-10-08,2 Beds 1 Bath condo for rent in Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-beds-bath-condo-for-rent-in/7791690015.html,7791690015
Surrey,2200,604,1,1,0,0,0,0,1,1,1,2024-10-11,Top Floor 1 Bedroom Apartment for Rent,https://vancouver.craigslist.org/rds/apa/d/surrey-east-top-floor-bedroom-apartment/7792529531.html,7792529531
Surrey,2200,508,1,1,0,0,0,1,1,0,0,2024-09-30,1bd 1bt Apartman,https://vancouver.craigslist.org/rds/apa/d/surrey-1bd-1bt-apartman/7789483944.html,7789483944
Surrey,2200,583,1,1,0,0,0,1,1,0,0,2024-10-22,One year new 1bed 1bath Condo for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-one-year-new-1bed-1bath-condo/7795519733.html,7795519733
Surrey,2200,650,1,1,0,0,0,0,1,0,0,2024-10-19,Beautiful Brand new 1 Bedroom and Den with Balcony,https://vancouver.craigslist.org/rds/apa/d/surrey-beautiful-brand-new-bedroom-and/7794831906.html,7794831906
Surrey,2150,1000,2,1,0,0,0,0,0,0,0,2024-10-22,2 bedroom apartment available from December 1/2024,https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-apartment-available-from/7795613484.html,7795613484
Surrey,2100,445,1,1,0,0,0,1,1,0,0,2024-10-22,1 bedroom condo next to SFU 28th floor,https://vancouver.craigslist.org/rds/apa/d/surrey-upper-west-bedroom-condo-next-to/7795614776.html,7795614776
Surrey,2100,520,1,1,0,0,0,0,1,0,0,2024-10-14,"$2,100 / 1br - 520ft2 - $2100 - 1-Bedroom/1-Bath -Condo - 3 Civic Plaz",https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-br-520ft-bedroom/7793471840.html,7793471840
Surrey,2100,535,1,1,0,1,0,0,1,0,0,2024-10-02,Surrey one bedroom+one big den by King George skytrain station,https://vancouver.craigslist.org/rds/apa/d/vancouver-surrey-one-bedroomone-big-den/7790039876.html,7790039876
Surrey,2100,550,1,1,0,1,0,0,1,0,0,2024-10-10,Surrey central one bedroom condo near skytrain with furniture,https://vancouver.craigslist.org/rds/apa/d/vancouver-surrey-central-one-bedroom/7792368861.html,7792368861
Surrey,2100,600,1,1,0,0,0,0,1,1,1,2024-10-07,New 1 bed 1 bath,https://vancouver.craigslist.org/rds/apa/d/surrey-new-bed-bath/7791450405.html,7791450405
Surrey,2000,900,1,2,0,0,0,0,1,0,0,2024-10-16,SURREY Guildford Large ~ 1 Bed & 1 Den plus 2 Bathroom Apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-guildford-large-bed-den/7794039527.html,7794039527
Surrey,2000,600,1,1,0,0,0,1,1,0,0,2024-09-27,Prosprise Realty-1Bed 1Bath Condo for rent! REF# 31110616,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-prosprise-realty/7788706940.html,7788706940
Surrey,2000,550,1,1,0,1,0,0,0,0,0,2024-10-21,Furnished 1BR/1BA Surrey Centre Condo unit (13228 Old Yale Road),https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-furnished-1br/7795461901.html,7795461901
Surrey,1995,512,1,1,0,0,0,0,1,0,0,2024-10-02,"Amazing, bright 1 BR Suite with dramatic views @ Park Avenue North",https://vancouver.craigslist.org/rds/apa/d/surrey-amazing-bright-br-suite-with/7789842588.html,7789842588
Surrey,1995,611,1,1,0,0,0,1,1,1,1,2024-10-22,Amazing 1 BR & Den Suite @ University District / Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-amazing-br-den-suite-university/7795505196.html,7795505196
Surrey,1975,544,1,1,1,0,0,0,1,1,1,2024-10-09,1 Bath With Great Location And Peek A Boo Views,https://vancouver.craigslist.org/rds/apa/d/surrey-inner-northwest-bath-with-great/7791803048.html,7791803048
Surrey,1950,452,1,1,0,0,0,0,1,0,0,2024-10-22,Surrey Central Georgetown One new 1Bed,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-central-georgetown-one/7795600219.html,7795600219
Surrey,1900,872,2,1,1,1,0,0,1,0,0,2024-10-11,South Surrey furnished 2 bed 1 bath basement with 1 den,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-furnished-bed-bath/7792555128.html,7792555128
Surrey,1900,517,1,1,0,0,0,0,1,0,0,2024-10-08,University District 1Bed and 1Bath AC Condo near Surrey Central,https://vancouver.craigslist.org/rds/apa/d/surrey-university-district-1bed-and/7791799851.html,7791799851
Surrey,1900,550,1,1,0,0,0,0,1,0,0,2024-10-22,Brand New Q5 Apartment for Rent,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-q5-apartment-for-rent/7795609574.html,7795609574
Surrey,1900,570,1,1,0,0,0,1,1,0,0,2024-10-05,Best location in Surrey! 1BED+1BATH IN Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-best-location-in-surrey/7790846497.html,7790846497
Surrey,1895,468,1,1,0,0,0,0,1,0,0,2024-10-18,"Brand new, gorgeous 1 BR Suite @ Viktor / Surrey",https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-gorgeous-br-suite/7794583416.html,7794583416
Surrey,1890,463,1,1,0,0,0,0,1,0,0,2024-10-14,Modern Surrey Central Georgetown 1 Bedroom 1 Bath apartment,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-surrey-central-georgetown/7793366407.html,7793366407
Surrey,1850,1100,2,1,0,1,0,0,0,0,0,2024-10-22,"2 bedroom, ground floor, furnished",https://vancouver.craigslist.org/rds/apa/d/surrey-bedroom-ground-floor-furnished/7795608625.html,7795608625
Surrey,1850,500,1,1,0,0,0,0,1,1,1,2024-10-22,Surrey/Langley 1bed/1bath/ 1parking coach home for rent,https://vancouver.craigslist.org/rds/apa/d/surrey-northeast-surrey-langley-1bed/7795588520.html,7795588520
Surrey,1800,544,1,1,0,0,0,0,1,0,0,2024-10-09,North Surrey - Mountain View 1 bedroom with balcony @ 104 Avenue,https://vancouver.craigslist.org/rds/apa/d/surrey-north-surrey-mountain-view/7791912513.html,7791912513
Surrey,1800,346,0,1,0,0,0,1,1,0,0,2024-10-21,BRAND NEW STUDIO APARTMENT AT THE LUXURIOUS MELROSE,https://vancouver.craigslist.org/rds/apa/d/surrey-brand-new-studio-apartment-at/7795464310.html,7795464310
Surrey,1780,448,1,1,0,0,0,0,1,0,0,2024-10-01,Modern 1 bed 1 bath high-rise apartment near King George Station,https://vancouver.craigslist.org/rds/apa/d/vancouver-modern-bed-bath-high-rise/7789738911.html,7789738911
Surrey,1700,480,1,1,0,0,0,0,1,0,0,2024-10-04,Modern Fraser Landmark Surrey Central 1 BED 1 BATH Condo,https://vancouver.craigslist.org/rds/apa/d/surrey-modern-fraser-landmark-surrey/7790607401.html,7790607401
Surrey,1700,800,2,1,0,0,0,0,0,0,0,2024-10-22,2bdrm bsmt suite Available,https://vancouver.craigslist.org/van/apa/d/surrey-2bdrm-bsmt-suite-available/7795589645.html,7795589645
Surrey,1680,500,1,1,1,0,0,0,1,0,0,2024-10-19,South Surrey 1 Bedroom 1 Bathroom Basement Suite,https://vancouver.craigslist.org/rds/apa/d/surrey-south-surrey-bedroom-bathroom/7794895048.html,7794895048
Surrey,1600,850,1,1,0,1,0,0,1,1,1,2024-10-19,DOWNSTAIRS 1 BED + 1 BATH + 4 PARKING IN SURREY,https://vancouver.craigslist.org/rds/apa/d/surrey-downstairs-bed-bath-parking-in/7794917114.html,7794917114
Surrey,1400,500,1,1,1,0,0,0,1,0,0,2024-10-07,"Private 1 bedroom plus den 132st 97av close to Holland Park,skytrain",https://vancouver.craigslist.org/rds/apa/d/surrey-private-bedroom-plus-den-132st/7791208871.html,7791208871
Surrey,1400,550,0,1,0,0,0,0,1,0,0,2024-10-02,Surrey - Large Bachelor Suite,https://vancouver.craigslist.org/rds/apa/d/surrey-surrey-large-bachelor-suite/7789930188.html,7789930188
Surrey,1400,350,0,1,0,1,0,0,1,1,1,2024-10-19,New Studio for Rent .. Walking distance to Skytrain & Pet Friendly,https://vancouver.craigslist.org/rds/apa/d/surrey-north-downtown-surrey-new-studio/7794751860.html,7794751860
Surrey,800,150,1,1,0,1,0,0,0,0,0,2024-10-19,Room for rent - Surrey,https://vancouver.craigslist.org/rds/apa/d/surrey-north-room-for-rent-surrey/7794750292.html,7794750292
Vancouver,8995,2000,3,3,0,1,0,1,1,1,1,2024-10-22,|SYCAMOREPM.ca| Views! 1000ft 2 patio! 3 Bed PENTHOUSE!,https://vancouver.craigslist.org/van/apa/d/vancouver-sycamorepmca-views-1000ft/7795517838.html,7795517838
Vancouver,8500,3800,5,5.5,1,0,0,1,1,0,0,2024-10-21,MacKenzie Height W 34th St 5 beds 6 baths for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-mackenzie-height-34th-st-beds/7795465867.html,7795465867
Vancouver,8495,1964,3,2.5,0,1,0,1,1,0,0,2024-10-11,"Luxury 3 Bed, 2.5 Bath plus Incredible Layout and 2 Fireplaces",https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-bed-25-bath-plus/7792550074.html,7792550074
Vancouver,7995,1250,2,2,0,1,0,1,1,0,0,2024-10-15,"Elegant 2 Bed, 2 Bath with Water Views and 2 Balconies",https://vancouver.craigslist.org/van/apa/d/vancouver-elegant-bed-bath-with-water/7793618453.html,7793618453
Vancouver,7995,1900,2,2.5,0,1,0,1,1,0,0,2024-10-02,Spectacular 2 Bed 2.5 Bath Penthouse with Gorgeous Views and Upscale F,https://vancouver.craigslist.org/van/apa/d/vancouver-spectacular-bed-25-bath/7789958334.html,7789958334
Vancouver,7795,1150,2,2,0,1,0,1,1,1,1,2024-10-09,Pet-Friendly 2 Bed + Den Suite with Hotel Amenities and Breathtaking S,https://vancouver.craigslist.org/van/apa/d/vancouver-pet-friendly-bed-den-suite/7792081830.html,7792081830
Vancouver,6995,1362,3,2,0,1,0,0,1,0,0,2024-10-07,"Inviting 3 Bed, 2 Bath with Private Entrance and Patio plus Balcony",https://vancouver.craigslist.org/van/apa/d/vancouver-inviting-bed-bath-with/7791364735.html,7791364735
Vancouver,6800,1535,2,2,0,1,0,1,1,0,0,2024-10-09,Stunning Oceanview 2BED+2BATH+DEN @Coal Harbour,https://vancouver.craigslist.org/van/apa/d/vancouver-stunning-oceanview/7792019304.html,7792019304
Vancouver,6680,1600,3,3,0,0,0,1,1,0,0,2024-10-12,"Kitsilano Luxury New Bought, 3 Bedrooms, 3 Bathrooms, 2 Den Condo",https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-luxury-new-bought/7792850430.html,7792850430
Vancouver,6495,1143,2,2,0,1,0,1,1,0,0,2024-10-09,Luxurious 2-Bedroom West End Suite with Balcony at Shangri-La Residenc,https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-bedroom-west-end/7792081536.html,7792081536
Vancouver,6495,930,2,2,0,1,0,0,1,0,0,2024-10-13,"Gorgeous 2 Bed + Den, 2 Bath in Kensington-Cedar Cottage Neighborhood",https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-bed-den-bath-in/7793153555.html,7793153555
Vancouver,6250,1370,2,2,0,0,0,1,1,0,1,2024-10-07,"Callisto 2 Bedroom and Den, High Floor with Coal Harbour Views",https://vancouver.craigslist.org/van/apa/d/vancouver-callisto-bedroom-and-den-high/7791277277.html,7791277277
Vancouver,5995,1431,3,2,0,1,0,0,1,1,0,2024-09-25,"Spacious 3 bed 2 bath w/ balcony, fireplace, MOUNTAIN VIEW!",https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bed-bath-balcony/7788118906.html,7788118906
Vancouver,5900,2100,6,3,0,1,0,0,1,1,1,2024-10-07,Prosprise Realty-Upper house 6Bed 3Bath for rent in VancouverREF4246MU,https://vancouver.craigslist.org/van/apa/d/vancouver-prosprise-realty-upper-house/7791357688.html,7791357688
Vancouver,5800,1979,3,3,0,1,0,0,1,0,0,2024-10-15,Fully Furnished almost 2000 sqft 3 Bedroom with views in Yaletown!,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-almost-2000/7793617105.html,7793617105
Vancouver,5795,1273,2,2,0,1,0,1,1,0,0,2024-10-11,"Elegant 2 Bed, 2 Bath with Water Views, West-Facing Balcony, and Marb",https://vancouver.craigslist.org/van/apa/d/vancouver-elegant-bed-bath-with-water/7792649391.html,7792649391
Vancouver,5795,980,2,2,0,1,0,0,1,0,0,2024-10-21,"Sleek 2 Bed, 2 Bath with Scenic City Views in Yaletown",https://vancouver.craigslist.org/van/apa/d/vancouver-sleek-bed-bath-with-scenic/7795466107.html,7795466107
Vancouver,5500,963,1,2,0,1,0,0,1,0,0,2024-10-07,"Penthouse 1 Bedroom, 2 Bath Corner Suite with Private Roof Top Patio a",https://vancouver.craigslist.org/van/apa/d/vancouver-penthouse-bedroom-bath-corner/7791366224.html,7791366224
Vancouver,5500,1018,3,2,0,0,0,0,1,0,0,2024-10-11,Dunbar 3 bedroom apartment for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-dunbar-bedroom-apartment-for/7792656454.html,7792656454
Vancouver,5495,1100,2,2,0,1,0,1,1,1,1,2024-10-13,"Gorgeous 2 Bed, 2 Bath with 3 Balconies in Yaletown",https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-bed-bath-with/7793031579.html,7793031579
Vancouver,5495,1050,2,2,0,1,0,0,1,0,0,2024-10-15,"Luxurious 2 Bed, 2 Bath with Water Views and Easy Seawall Access",https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-bed-bath-with-water/7793763971.html,7793763971
Vancouver,5495,1080,1,1.5,0,0,0,1,1,0,0,2024-10-21,"Stylish 1 Bed + Den, 1.5 Bath with Private Entrance and Stunning Floor",https://vancouver.craigslist.org/van/apa/d/vancouver-stylish-bed-den-15-bath-with/7795465870.html,7795465870
Vancouver,5295,910,2,2,0,1,0,1,1,0,0,2024-10-09,2 Bed + Den 2 Bath Suite with City Views,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-bath-suite-with-city/7792081689.html,7792081689
Vancouver,5000,913,2,1,0,0,0,1,1,1,1,2024-10-22,RESIDE LUXURY FURNISHED 2 BEDS + 1 BATH + A/C + 1 PARKING IN DOWNTOWN,https://vancouver.craigslist.org/van/apa/d/vancouver-reside-luxury-furnished-beds/7795479204.html,7795479204
Vancouver,5000,1179,2,2,0,0,0,1,1,1,1,2024-10-22,LUXURY 2 BEDS + 2 BATHS + A/C + 1 PARKING IN VANCOUVER,https://vancouver.craigslist.org/van/apa/d/vancouver-luxury-beds-baths-c-parking/7795480345.html,7795480345
Vancouver,4995,1050,3,1.5,0,1,0,0,0,0,0,2024-10-15,Spacious Three Bedroom 1.5 Bathroom Suite with Private Entrance and Ha,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-three-bedroom-15/7793764494.html,7793764494
Vancouver,4950,1020,3,2,0,0,0,0,1,1,1,2024-10-12,Stylish 3BR penthouse at the Riley,https://vancouver.craigslist.org/van/apa/d/vancouver-stylish-3br-penthouse-at-the/7792735596.html,7792735596
Vancouver,4800,1217,2,2,0,1,0,1,1,0,0,2024-10-07,Furnished 1200 sqft 2bedroom plus den for rent in Yale Town!,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-1200-sqft-2bedroom/7791206711.html,7791206711
Vancouver,4795,1384,3,2.5,0,0,0,0,1,1,1,2024-10-12,A PERFECT PLACE TO CALL HOME,https://vancouver.craigslist.org/van/apa/d/vancouver-perfect-place-to-call-home/7792884916.html,7792884916
Vancouver,4750,1275,2,2,0,1,0,1,1,0,0,2024-10-11,Lovely 2 Beds + Den 2 Bath Suite in Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-lovely-beds-den-bath-suite-in/7792538284.html,7792538284
Vancouver,4695,1300,3,2.5,0,1,0,0,1,1,1,2024-10-08,Fully Renovated 3BR Modern Home with Yard & Deck,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-renovated-3br-modern/7791756010.html,7791756010
Vancouver,4688,1300,3,2,0,0,0,0,1,0,1,2024-10-15,"Spacious 3 bedroom, 2 bath, great location in Yaletown",https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bedroom-bath-great/7793625398.html,7793625398
Vancouver,4533,1129,3,2,0,0,0,0,1,1,1,2024-10-22,All New Premium 3-Bed Apartments Available for Rent at The Hyland,https://vancouver.craigslist.org/van/apa/d/vancouver-all-new-premium-bed/7795608268.html,7795608268
Vancouver,4533,1155,3,3,0,0,0,0,1,1,1,2024-10-18,"Brand New, Open-Concept, Luxury 3-Bed Townhome For Rent at The Hyland",https://vancouver.craigslist.org/van/apa/d/vancouver-brand-new-open-concept-luxury/7794500248.html,7794500248
Vancouver,4500,1090,2,2,0,0,0,1,1,1,1,2024-10-12,"Large luxurious 2 bed, 2 bath on the 31st floor - stunning views",https://vancouver.craigslist.org/van/apa/d/vancouver-large-luxurious-bed-bath-on/7792914720.html,7792914720
Vancouver,4495,1500,3,2.5,0,1,0,0,1,1,1,2024-10-08,Fully furnished Charming 3-Bedroom Home in the Heart of Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-fully-furnished-charming/7791729539.html,7791729539
Vancouver,4495,661,1,1,0,1,0,0,1,0,0,2024-10-09,"Modern 1 Bed, 1 Bath Corner Suite with Mountain Views and Balcony",https://vancouver.craigslist.org/van/apa/d/vancouver-modern-bed-bath-corner-suite/7791978464.html,7791978464
Vancouver,4495,640,1,1,0,1,0,0,1,1,1,2024-10-11,"Lovely 1 Bedroom with Den, 1 Bathroom in Kitsilano",https://vancouver.craigslist.org/van/apa/d/vancouver-lovely-bedroom-with-den/7792647520.html,7792647520
Vancouver,4495,650,0,1,0,1,0,0,1,0,0,2024-10-13,Contemporary Studio with Stainless Steel Appliances,https://vancouver.craigslist.org/van/apa/d/vancouver-contemporary-studio-with/7793154076.html,7793154076
Vancouver,4495,859,2,2,0,1,0,0,1,0,0,2024-10-15,Modern 2-Bedroom Fully Furnished Suite in Vibrant Chinatown,https://vancouver.craigslist.org/van/apa/d/vancouver-modern-bedroom-fully/7793764129.html,7793764129
Vancouver,4495,632,1,1,0,1,0,0,0,0,0,2024-09-30,1 Bed 1 Bath Entire Floor Unit in Kitsilano,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-entire-floor-unit-in/7789498609.html,7789498609
Vancouver,4495,Not available,1,1,0,1,0,1,1,0,0,2024-10-21,1 Bed 1 Bath Home in Prestigious Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-home-in-prestigious/7795465122.html,7795465122
Vancouver,4450,1249,2,2.5,0,0,0,0,1,0,0,2024-10-15,Unfurnished Three Level Townhouse in Yaletown,https://vancouver.craigslist.org/van/apa/d/vancouver-unfurnished-three-level/7793741084.html,7793741084
Vancouver,4395,1000,2,1,0,1,0,0,0,0,0,2024-10-13,Gorgeous Two Bedroom 1 Bathroom Suite with Entire Floor Suite and Balc,https://vancouver.craigslist.org/van/apa/d/vancouver-gorgeous-two-bedroom-bathroom/7793029628.html,7793029628
Vancouver,4300,872,2,2,0,1,0,1,1,0,0,2024-10-03,Furnished Waterview 2BED+2BATH+Den condo @The ARC,https://vancouver.craigslist.org/van/apa/d/vancouver-furnished-waterview/7790245537.html,7790245537
Vancouver,4280,1280,2,2,0,1,0,1,1,0,0,2024-10-22,Beautiful Renovated 2 BR + Den + 2 BA @Cascina in Coal Harbour!!,https://vancouver.craigslist.org/van/apa/d/vancouver-beautiful-renovated-br-den-ba/7795483428.html,7795483428
Vancouver,4200,1200,3,2,0,0,0,0,1,1,1,2024-10-22,Amazing  3bedroom in Coal Harbour,https://vancouver.craigslist.org/van/apa/d/vancouver-amazing-3bedroom-in-coal/7795615676.html,7795615676
Vancouver,4200,1000,2,2,0,1,0,1,1,0,0,2024-10-04,2 BED 2 BATH - Fully Furnished Rental - Downtown West w/ central A/C,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-fully-furnished/7790608473.html,7790608473
Vancouver,4200,960,2,2,0,1,0,0,1,0,0,2024-10-04,2 bed 2 bath Fully Furnished Rental in Vibrant Robson Residential Hub!,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-fully-furnished/7790615167.html,7790615167
Vancouver,4200,850,2,2,0,1,0,1,1,1,1,2024-09-28,"Downtown furnished 2 Bedrooms near Marinaside, move in ready",https://vancouver.craigslist.org/van/apa/d/vancouver-downtown-furnished-bedrooms/7788863756.html,7788863756
Vancouver,4000,1213,3,2,0,0,0,0,1,0,0,2024-10-22,RENOVATED 3 Bedroom Upper Floor with great views,https://vancouver.craigslist.org/van/apa/d/vancouver-renovated-bedroom-upper-floor/7795563000.html,7795563000
Vancouver,4000,1136,3,2,0,0,0,0,1,0,0,2024-10-21,Spacious and bright 3BR+2BA unit in well-managed Pacific Landmark I,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-and-bright-3br2ba/7795463945.html,7795463945
Vancouver,3995,667,1,1,0,1,0,1,1,0,0,2024-10-07,Sophisticated 1 Bedroom plus 1 Bathroom with Spectacular Views,https://vancouver.craigslist.org/van/apa/d/vancouver-sophisticated-bedroom-plus/7791323653.html,7791323653
Vancouver,3995,832,2,2,0,1,0,0,1,0,0,2024-09-26,2 Bed + Den 2 Bath Home with a Great Patio in Downtown Vancouver,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-den-bath-home-with-great/7788402337.html,7788402337
Vancouver,3995,498,1,1,0,1,0,0,1,0,0,2024-10-15,"Modern 1 Bed, 1 Bath with East-Facing Balcony and Mountain Views",https://vancouver.craigslist.org/van/apa/d/vancouver-modern-bed-bath-with-east/7793620885.html,7793620885
Vancouver,3995,1500,2,1,0,1,0,0,0,0,0,2024-10-15,Lovely 2 Bed 1 Bath Entire Floor Unit with Private Entrance,https://vancouver.craigslist.org/van/apa/d/vancouver-lovely-bed-bath-entire-floor/7793622180.html,7793622180
Vancouver,3995,900,1,1,0,1,0,1,1,0,1,2024-10-21,Coal Harbour Bayshore Drive Executive Luxury Furnished 900 sqft Condo,https://vancouver.craigslist.org/van/apa/d/vancouver-coal-harbour-bayshore-drive/7795459990.html,7795459990
Vancouver,3990,1400,3,2,0,0,0,0,1,0,0,2024-10-22,Large 3beds 2 baths close to downtown,https://vancouver.craigslist.org/van/apa/d/vancouver-large-3beds-baths-close-to/7795606851.html,7795606851
Vancouver,3950,1500,3,2,0,0,0,0,1,0,0,2024-10-16,Spacious 3-Bedroom suite at East 8th Ave,https://vancouver.craigslist.org/van/apa/d/vancouver-spacious-bedroom-suite-at/7794048243.html,7794048243
Vancouver,3950,1060,2,2,0,1,0,0,1,0,0,2024-10-13,"Cozy 2 Bedroom, 2 Bath Townhouse with a Private Front Patio",https://vancouver.craigslist.org/van/apa/d/vancouver-cozy-bedroom-bath-townhouse/7793028845.html,7793028845
Vancouver,3950,1049,3,2.5,0,1,0,0,1,0,0,2024-10-02,3 Bed 2.5 Bath 2-level Townhouse WARD,https://vancouver.craigslist.org/van/apa/d/vancouver-bed-25-bath-level-townhouse/7790092862.html,7790092862
Vancouver,3900,900,2,2,0,1,0,0,1,0,0,2024-10-01,Oakridge luxury 2 bed 2 bath with 300sqft balcony,https://vancouver.craigslist.org/van/apa/d/vancouver-oakridge-luxury-bed-bath-with/7789663819.html,7789663819
Vancouver,3900,1200,2,1.5,0,1,0,1,1,0,0,2024-10-09,"Luxurious 2 Bed, 1.5 Bath Corner Suite with Private Rooftop Patio and",https://vancouver.craigslist.org/van/apa/d/vancouver-luxurious-bed-15-bath-corner/7791982693.html,7791982693
Vancouver,3900,910,2,2,0,0,0,0,1,0,0,2024-10-15,ubc wesbrook village 2 bedroom + 2 bath  with den for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-ubc-wesbrook-village-bedroom/7793761368.html,7793761368
Vancouver,3895,650,1,1,0,1,0,0,1,0,0,2024-10-11,"Bright 1 Bed, 1 Bath with Private Balcony and In-Suite Laundry",https://vancouver.craigslist.org/van/apa/d/vancouver-bright-bed-bath-with-private/7792648156.html,7792648156
Vancouver,3850,1020,3,2,0,1,0,0,1,0,0,2024-10-22,"Furnished, bright, renovated 2 level home. incl. utilities & internet",https://vancouver.craigslist.org/van/apa/d/vancouver-bright-renovated-level-home/7795507190.html,7795507190
Vancouver,3800,1681,3,3,0,0,0,1,1,0,0,2024-10-22,"Duplex for Rent in the West of Main, Vancouver!",https://vancouver.craigslist.org/van/apa/d/vancouver-duplex-for-rent-in-the-west/7795475630.html,7795475630
Vancouver,3795,950,2,2,0,1,0,0,1,0,0,2024-10-09,"Charming 2 Bedroom Corner Suite With Views of Water, Mountains, and Ci",https://vancouver.craigslist.org/van/apa/d/vancouver-charming-bedroom-corner-suite/7792080932.html,7792080932
Vancouver,3700,1400,3,2,0,0,0,0,1,1,1,2024-10-22,"3 bed, 2 bath beautiful & bright house",https://vancouver.craigslist.org/van/apa/d/vancouver-bed-bath-beautiful-bright/7795616925.html,7795616925
Vancouver,3700,920,2,2,0,1,0,0,1,0,0,2024-10-22,2 Bedroom plus Den  available December 1,https://vancouver.craigslist.org/van/apa/d/vancouver-bedroom-plus-den-available/7795586445.html,7795586445
Vancouver,3695,974,2,1,0,0,0,0,1,1,1,2024-10-22,All New Premium 2-Bedroom Apartments Available for Rent at The Hyland,https://vancouver.craigslist.org/van/apa/d/vancouver-all-new-premium-bedroom/7795582138.html,7795582138
Vancouver,3690,976,2,2,0,0,0,0,1,1,0,2024-10-21,Kitsilano 2 Bed + Flex 2 Bath Condo w/ Balcony & Fireplace @ TROPEZ,https://vancouver.craigslist.org/van/apa/d/vancouver-kitsilano-bed-flex-bath-condo/7795468994.html,7795468994
Vancouver,3650,953,2,2,0,1,0,0,1,0,0,2024-10-07,"Spectacular WATERFRONT view-2 bdrm, available nov for 1 month only",https://vancouver.craigslist.org/van/apa/d/vancouver-spectacular-waterfront-view/7791310869.html,7791310869
Vancouver,3600,1200,4,2,1,0,0,0,1,0,0,2024-10-22,Vancouver W 45th Ave by Granville St 4bed 2bath Basement for rent,https://vancouver.craigslist.org/van/apa/d/vancouver-vancouver-45th-ave-by/7795613000.html,7795613000
